"crash_record_id","rd_no","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"62e99c067374e9dbfa87723b0fecc2c91fcfd13de710cdf30eebaa0e076bc378f421f75b3a40b728031fc78abe1e4f7b1456b011ee4d0209583786d5159b808f","JE490507",,"2021-12-27T19:28:00.000","30","STOP SIGN/FLASHER","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2021-12-27T19:50:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","6100","S","CALIFORNIA AVE","823",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","19","2","12","41.782665683","-87.693639922","POINT (-87.693639921854 41.782665683171)"
"3432775e2faf74bc2b7a44e32fb86fa7c9ad60c315d3c17ae06126e46b1f26a5a9f2420cf04dede94f1bc11b0d536089d3afe1d9e86b456162173a9359818c40","JE490495",,"2021-12-27T19:15:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DUSK","REAR TO FRONT","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2021-12-27T19:30:00.000","IMPROPER BACKING","IMPROPER BACKING","3","S","CICERO AVE","1113",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","19","2","12","41.880382114","-87.745126303","POINT (-87.745126303421 41.880382113593)"
"5b3bb7ee3190e9508811dc06e08742db2b51af80e17e1e564d0bf836bbc167a105852c5d8a2629262597930fca4b90c61152bc4f3a600e319624714d0796ea63","JE490482",,"2021-12-27T19:11:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DUSK","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2021-12-27T19:11:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","FAILING TO YIELD RIGHT-OF-WAY","3400","S","CALIFORNIA AVE","911",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","2","12","41.832127133","-87.695021464","POINT (-87.695021463612 41.832127132976)"
"3e37110ecbbdd8292c4ae36001f533a87d0908224dbb2179a99afbcd7bf6929ae1f00e115cdba7876ae97d3ba0c7ca738e3baedcc1922c6c0a43da8b63b895f6","JE490473",,"2021-12-27T18:26:00.000","30","UNKNOWN","UNKNOWN","UNKNOWN","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","UNKNOWN",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-27T19:00:00.000","IMPROPER TURNING/NO SIGNAL","IMPROPER TURNING/NO SIGNAL","4650","N","PULASKI RD","1722",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","18","2","12","41.966053417","-87.728114561","POINT (-87.728114561023 41.966053417064)"
"90676619f636d79512a39e3c5ce34d26a37ef8d92524c8ad2f555eb3ddc00a3b624f52dc5061f1e49a75df6ec57f48aebadeecba4f55f863246218e12c0b5256","JE490448",,"2021-12-27T18:26:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","REAR TO FRONT","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2021-12-27T18:28:00.000","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","UNABLE TO DETERMINE","524","W","OHARE ST","1654",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","2","12",,,
"b22b8ab9b68cea3533c507fb80cd36228284b0c14431b3be217dbbe943b8961131f8cd0eaa2c89f6725bcc1f55aae9861565374dc044069fac652a0923c4fe40","JE490437",,"2021-12-27T18:25:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2021-12-27T18:30:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","2725","N","NARRAGANSETT AVE","2512",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","4","0","18","2","12","41.929945324","-87.785523931","POINT (-87.785523931455 41.92994532439)"
"10f3d042a7070b6d3217ba2042b452b24ebcc86b5c245c2e76688bd42129813c088e99e3fa90fa1fe81241e1c7eb49d88589f7e48133f729a53b5fea998b18ed","JE490451",,"2021-12-27T18:10:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"$501 - $1,500","2021-12-27T18:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","647","W","ROOSEVELT RD","124",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","18","2","12","41.86708389","-87.644064643","POINT (-87.644064643024 41.867083890313)"
"b5bb4e20b7156c2c708848b41dd9a3ed72015c17b6770b22bc2e0891511ab206251304ffb34c008ea25f94ce38e8df6ba81156c8797d1afb6432385e9203b30c","JE490425",,"2021-12-27T17:59:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","PEDESTRIAN","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","$500 OR LESS","2021-12-27T18:03:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","4659","S","COTTAGE GROVE AVE","221",,"Y",,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","17","2","12","41.809625729","-87.606420603","POINT (-87.606420603054 41.809625728876)"
"0cd1e85572b17a085854922f71a68c2429af15dcc2c7fd1884633e4b456d3159a68f215403d2d135a3a2e895db60f5bf95131e77436de46c535cf0776ef303d0","JE490418",,"2021-12-27T17:56:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2021-12-27T17:56:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3599","W","HARRISON ST","1133",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","2","12","41.87346057","-87.715533813","POINT (-87.715533813223 41.873460569794)"
"210b2dd1c28903d0cd492262dd13ba99f6ec9b2fb7a6635447ff748e8379a4bb3392be8f3b7fad23b90e4b763f6573997d7ca516b4bf47512fab413f83441b77","JE490461",,"2021-12-27T17:51:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-27T18:00:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","UNABLE TO DETERMINE","3834","W","OGDEN AVE","1014",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","17","2","12","41.852548654","-87.721149949","POINT (-87.721149949385 41.852548654295)"
"2653e464b1b0a4a0d784a33b32ff3c99625d0de1c790d1757e34368f98fb8fe78aed5d180a08756fd5755fd269eaacc9f1147e481f234546990d36277967717d","JE490485",,"2021-12-27T17:50:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2021-12-27T18:25:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","7601","S","SOUTH SHORE DR","421",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","2","12","41.758849274","-87.555238961","POINT (-87.555238961355 41.758849273949)"
"a71f10eaf6ad561b58488ff20b3e4bcb46d829adce43c0596f204fcbff07f3ffed266ef5372758b57dd285b3a2b4391c395137dea246c07c1ba4151a93a55429","JE491141",,"2021-12-27T17:45:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS","PEDESTRIAN","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH","Y",,,"$501 - $1,500","2021-12-28T13:50:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4201","S","ASHLAND AVE","924",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","17","2","12","41.817683733","-87.6650402","POINT (-87.665040200043 41.817683733038)"
"affb8d73ccfaf17088395360f374987be98077b8015893301db9bd15dd2d590e40418814f008ecf55f0029dc8838f146a1f6bb7cd9e1c8ed2952ef334bf1f5f9","JE490456",,"2021-12-27T17:30:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-27T19:00:00.000","IMPROPER OVERTAKING/PASSING","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","701","N","SACRAMENTO BLVD","1221",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","2","12","41.89379723","-87.702004213","POINT (-87.702004213035 41.893797229945)"
"0450aaf34faf4d3fd0cc8b23956963a85f08ee48dd7e997e62eef1ea50d3baefb5b858ec3322e49792c8e230864c134b493f6167f84914def96aa86feda93858","JE490408",,"2021-12-27T17:29:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DUSK","PEDESTRIAN","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"$500 OR LESS","2021-12-27T17:33:00.000","DISREGARDING TRAFFIC SIGNALS","NOT APPLICABLE","5199","W","WRIGHTWOOD AVE","2521",,,,,,,"2","INCAPACITATING INJURY","1","0","1","0","0","1","0","17","2","12","41.927669849","-87.756156518","POINT (-87.756156517524 41.927669849098)"
"353e3bb9709d1ccebc608bceb444b7b10c4694a6a840da52153cf7c8f49a6ee0d6d7f742901baeb855d4800389cc531d330bf0fb60b73ea40d67dfdf54d4f1a6","JE490407",,"2021-12-27T17:23:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2021-12-27T18:24:00.000","IMPROPER LANE USAGE","NOT APPLICABLE","2321","W","65TH ST","832",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","17","2","12","41.775490287","-87.681875153","POINT (-87.681875152602 41.775490286901)"
"f9f84f357fc49fcc8ec0a51020f42ca78fa8bf716970208e281e6c3d256316292fdf2f0a2d474809bee7267d394ac40779137a9d2fda9a10db425f0aaf65f2ab","JE490391",,"2021-12-27T17:20:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,"Y","$501 - $1,500","2021-12-27T17:23:00.000","FOLLOWING TOO CLOSELY","FAILING TO REDUCE SPEED TO AVOID CRASH","5463","S","WELLS ST","935",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","17","2","12","41.794355892","-87.631633944","POINT (-87.631633944324 41.7943558921)"
"407c59232422fbe8ff2725ce8801fdd3379be02f3d308f9bea339dad0de92763c21c0c6bcebed1ff3de4f6d45bf092bec47a01e0e4f6eedce97925d74ea1430c","JF105065",,"2021-12-27T17:18:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS",,"NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2022-01-06T15:30:00.000","IMPROPER BACKING","UNABLE TO DETERMINE","4750","N","LINCOLN AVE","1911",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","17","2","12","41.967854587","-87.68823795","POINT (-87.688237949792 41.967854587446)"
"c62276dd887078278825901ef8bb8f0f2a853dd41fe9ca43201f121754b20c66f69821d8ccbb8d7d6691bdf8a6676e19fc3f1c8f6c2d3fad82eb9b76153782e6","JE490378",,"2021-12-27T17:17:00.000","40","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","$501 - $1,500","2021-12-27T17:26:00.000","FOLLOWING TOO CLOSELY","FAILING TO REDUCE SPEED TO AVOID CRASH","499","N","LAKE SHORE DR NB","1834",,,,,,,"4","NONINCAPACITATING INJURY","1","0","0","1","0","4","0","17","2","12","41.891008904","-87.613743895","POINT (-87.613743894648 41.891008903932)"
"fa410ba63730efcd79b8af44d72a8f8339e5f417afb50385a20d497ac11eb02909d40f387517735396487321dfccba8c0c5118597f323f06754a364dabd485ff","JE491865",,"2021-12-27T17:10:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","FOG/SMOKE/HAZE","DARKNESS, LIGHTED ROAD","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-29T12:47:00.000","FAILING TO YIELD RIGHT-OF-WAY","FOLLOWING TOO CLOSELY","1719","W","PETERSON AVE","2012",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","2","12","41.990682911","-87.672393299","POINT (-87.672393299423 41.990682911319)"
"5ddf82da88a1813349cf3fd0bd31daadac25f6d67a1a984283be1a9486d5bb367e4b7e36c204229403613ae4fc6a9c6a3047d0626d50df7459c405d4d461292b","JE490434",,"2021-12-27T17:05:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-27T18:20:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","1301","S","WESTERN AVE","1233",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","17","2","12","41.864745069","-87.685840455","POINT (-87.685840454681 41.864745069282)"
"1fdb70cdf5e1bd603fc728139a765a73900b5cb10acb726932c3052630b801ef8293250bd1a957b52a4d3983d7b26329f26bbaac9e69a7126f89e82126298295","JE490387",,"2021-12-27T17:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2021-12-27T17:45:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","3200","N","WESTERN AVE","1921",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","2","12","41.939502996","-87.688313429","POINT (-87.688313428863 41.939502996037)"
"a478743b91c9786aab1f3390120d509c210bb0d1327299446d76c4b107e37b6e1dea1f2292ac54727804d5a93b8eadfb6227a6092b1dee9c93b82f561c36cf3a","JE490365",,"2021-12-27T16:59:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-27T17:00:00.000","IMPROPER TURNING/NO SIGNAL","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","4402","N","CICERO AVE","1623",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","2","12","41.960844369","-87.747694637","POINT (-87.747694636661 41.960844368621)"
"027817542306806ecc91c25b8c51f42578c010bd4d58dbf76d285c12f1188625c52728ee7d4559f04f3a5326837ff52f0cafef3bb86743d800eb469e2283d486","JE490392",,"2021-12-27T16:55:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DUSK","SIDESWIPE OPPOSITE DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2021-12-27T17:40:00.000","NOT APPLICABLE","NOT APPLICABLE","5700","W","SCHUBERT AVE","2514",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","2","12","41.929526461","-87.768676393","POINT (-87.768676392674 41.929526460571)"
"68b88cfcaa6cac0c7d611ddda5b61b83740ba683c3eff50b2b85cb98cb77b45bf09a20d5b818bb14e7f2ce0e5f8dcf97545bc280777609e257c6d4aafffa10a8","JE490389",,"2021-12-27T16:49:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-27T17:45:00.000","FOLLOWING TOO CLOSELY","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","5819","W","NORTH AVE","2531",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","16","2","12","41.909194584","-87.771573843","POINT (-87.771573842755 41.909194584285)"
"86ccdabda177ffe1b65ba550a31fdaf2cc516412e85d4ed8031ce98bf67206a7f25373a890dc0306ccd8e6d345fc1f0e4113f6874fa6a23541cc4a4711eefd52","JE490363",,"2021-12-27T16:45:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"Y",,"$501 - $1,500","2021-12-27T16:49:00.000","IMPROPER BACKING","NOT APPLICABLE","3950","N","HARLEM AVE","1631",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","16","2","12","41.952254889","-87.807396909","POINT (-87.807396909006 41.952254889468)"
"a95fd35efaf033e2bed8917fd7f82bf2a0e7df896bac8b8e2a2d8659a44d0094ad5f417cad60d2ce204f228f3d8c1aa88fffcf16ca1983c0a5bb2ae67833863d","JE490346",,"2021-12-27T16:45:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DUSK","SIDESWIPE SAME DIRECTION","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2021-12-27T16:54:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","9500","S","STONY ISLAND AVE","511",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","2","12","41.722257273","-87.585275565","POINT (-87.585275565077 41.722257273006)"
"2d3e536aec661d85a1f1e9f9e62cb819f92cccfa01bf972e50c6f671e0af033e09e2acefc438445778f9f20189fdf224d9eb3663bd1914c50cbcfbdcd0ab0e02","JE492091",,"2021-12-27T16:40:00.000","25","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2021-12-29T15:30:00.000","IMPROPER OVERTAKING/PASSING","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","4000","N","ASHLAND AVE","1912",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","2","12","41.954379326","-87.66919912","POINT (-87.669199119804 41.954379326213)"
"f160fe86c659afbed5cc6f67ffb6af0bd29d0802e91754a5ababfd3742d1ee9e7023e3e37a34418f9b349788e144edd0b84b80383c0af9d817cb5e7d9d30eb57","JE490340",,"2021-12-27T16:37:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DUSK","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2021-12-27T16:50:00.000","IMPROPER OVERTAKING/PASSING","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","2000","W","IRVING PARK RD","1911",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","2","12","41.95426578","-87.678817869","POINT (-87.678817868741 41.954265779975)"
"c32b7a39301d6e7e52667cd89d66dac0bc5f5960a6c92a5645b09cb1b44adb4ab37dabee49374b805cabec92463a9aaad37a9c3c819ab12f7527cbff2faf2196","JE491285",,"2021-12-27T16:30:00.000","25","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","UNKNOWN","DARKNESS, LIGHTED ROAD","REAR END","T-INTERSECTION",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2021-12-28T17:25:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","500","W","63RD ST","711",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","2","12","41.779976879","-87.637567756","POINT (-87.637567755839 41.77997687947)"
"3fbe1a003f8d650cf3dda87bb19d0c19ebb3fedc1e6071cadab4b492cd1cb02d6697c5acd7071a706f72078ce103fd48c23314771ad771ad346f5ef72f44e313","JE490471",,"2021-12-27T16:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2021-12-27T19:13:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","8256","S","LOOMIS BLVD","614",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","2","12","41.743289726","-87.658547954","POINT (-87.658547954172 41.743289725847)"
"93193043e44dc2b94fbe610a2fd50754e010f03f30283c28135eb9d4dda594b83512af4b084a1eecbd17cb3f3b8250153705811a160bc2de45ab89233392604a","JE490371",,"2021-12-27T16:30:00.000","15","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","ANGLE","PARKING LOT",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN",,"INJURY AND / OR TOW DUE TO CRASH",,"Y",,"$501 - $1,500","2021-12-27T17:10:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5516","N","CLARK ST","2012",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","16","2","12","41.982189885","-87.668651628","POINT (-87.668651627961 41.982189884614)"
"bfa8026905527d12b87deb7050b2b2e97a8667e99e7c769aa87fdca36306b1c34ded63ae33803edc75263b5fb10365658e7327f570df1297bd592f189400b814","JE490351",,"2021-12-27T16:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2021-12-27T16:55:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5147","N","HARLEM AVE","1613",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","2","12","41.975014334","-87.806921007","POINT (-87.806921006837 41.975014334179)"
"abb5fdeec0bf13357cae0dd5e1e1d96376a18001033cb25f3dbf54b45a11a4f2e485dc8d5111a446425a5ac92b5c59ed1b9f786efb4d6e5a83f6dbd857f3ac67","JE490329",,"2021-12-27T16:10:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","T-INTERSECTION",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"$500 OR LESS","2021-12-27T16:12:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","4732","W","BELMONT AVE","1731",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","16","2","12","41.938960178","-87.74516653","POINT (-87.745166530254 41.938960178146)"
"d97f8d332c9a70967be003781dd46280e0ee5377f9032d027ee9551f3c87825c26e56447943f3199eb7516cf5ee3c33577f91e8f2f8ce914b5085647d3f34a82","JE490504",,"2021-12-27T16:04:00.000","25","STOP SIGN/FLASHER","NOT FUNCTIONING","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2021-12-27T20:00:00.000","DISREGARDING STOP SIGN","NOT APPLICABLE","4300","N","MOZART ST","1724",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","16","2","12","41.95949285","-87.699781478","POINT (-87.699781477745 41.959492850461)"
